# WOCS    Vmag     BmV     VmR     VmI    Vmag1   BmV1    Vmag2   BmV2    Vmag3   BmV3    Jmag    JmKs    A74  S72     _RA        _DE   
037026  15.059   0.566   0.348   0.731  15.080   0.585  99.999  99.999  15.077   0.575  13.810   0.370  9999  999  295.50042  +40.03194
039026  15.232   0.525   0.225   0.590  99.999  99.999  99.999  99.999  15.199   0.528  14.116   0.195  9999  999  295.56708  +40.30311
045026  99.999  99.999  99.999  99.999  15.357   1.007  99.999  99.999  15.338   1.021  13.069   0.532  9999  999  295.14867  +40.03308
046026  15.442   0.879   0.435   0.781  99.999  99.999  99.999  99.999  15.386   0.854  13.857   0.434  9999  999  295.55058  +40.32419
047026  99.999  99.999  99.999  99.999  15.490   0.682  99.999  99.999  15.432   0.749  99.999  99.999  9999  999  295.14921  +40.03317
053026  15.761   0.795   0.367   0.774  15.680   0.756  99.999  99.999  15.678   0.768  14.290   0.428  9999  999  295.11817  +40.33733
058026  15.770   0.684   0.430   0.874  99.999  99.999  99.999  99.999  15.744   0.621  14.307   0.398  9999  999  295.45754  +40.01300
083026  16.189   0.658   0.345   0.764  16.248   0.629  99.999  99.999  16.228   0.640  14.890   0.237  9999  999  295.51567  +40.04639
087026  16.312   0.753   0.408   0.848  99.999  99.999  99.999  99.999  16.320   0.778  14.817   0.269  9999  999  295.42412  +39.99983
003027  12.783   0.815   0.259   0.727  12.824   0.715  99.999  99.999  99.999  99.999  11.498   0.405  9999  999  295.55704  +40.32111
011027  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.520   0.656  13.276   0.344  9999  999  295.14567  +40.36872
012027  14.620   1.444   0.716   1.379  99.999  99.999  99.999  99.999  14.618   1.388  12.178   0.814  9999  999  295.53975  +40.05075
014027  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.606   0.820  13.231   0.430  9999  999  295.14425  +40.36869
019027  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.712   1.000  12.930   0.621  9999  999  295.15146  +40.37214
028027  15.227   0.638   0.329   0.727  99.999  99.999  99.999  99.999  15.246   0.621  13.967   0.308  9999  999  295.56442  +40.07858
029027  99.999  99.999  99.999  99.999  15.294   0.699  99.999  99.999  15.230   0.751  13.982   0.387  9999  999  295.53200  +40.34936
030027  15.296   0.598   0.376   0.756  99.999  99.999  99.999  99.999  15.280   0.627  13.972   0.266  9999  999  295.55712  +40.06075
042027  99.999  99.999  99.999  99.999  15.713   0.676  99.999  99.999  15.699   0.687  14.336   0.292  9999  999  295.12400  +40.35731
043027  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  16.173   0.485  14.553   0.312  9999  999  295.13846  +40.02131
055027  99.999  99.999  99.999  99.999  16.014   0.663  99.999  99.999  16.028   0.691  14.583   0.315  9999  999  295.13058  +40.03522
076027  16.288   0.733   0.434   0.883  99.999  99.999  99.999  99.999  16.279   0.742  14.720   0.420  9999  999  295.56667  +40.07458
083027  16.337   0.672   0.373   0.757  99.999  99.999  99.999  99.999  16.332   0.681  14.983   0.142  9999  999  295.20812  +39.99292
084027  16.342   0.752   0.468   0.908  99.999  99.999  99.999  99.999  16.244   0.780  14.874   0.546  9999  999  295.51671  +40.36194
010028  13.310   0.429   0.217   0.454  99.999  99.999  99.999  99.999  99.999  99.999  12.502   0.198  9999  999  295.55546  +40.04853
015028  13.797   1.332   0.696   1.380  13.829   1.348  99.999  99.999  99.999  99.999  11.466   0.846  9999  999  295.53075  +40.02786
017028  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.254   0.721  12.937   0.362  9999  999  295.45467  +39.99222
018028  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.097   1.341  11.829   0.825  9999  999  295.52283  +40.36875
022028  14.626   0.779   0.397   0.846  99.999  99.999  99.999  99.999  14.632   0.815  13.243   0.457  9999  999  295.18400  +39.99369
028028  15.056   1.433   0.730   1.398  99.999  99.999  99.999  99.999  15.050   1.385  12.613   0.820  9999  999  295.56496  +40.05603
029028  15.086   0.795   0.374   0.606  99.999  99.999  99.999  99.999  15.037   0.803  13.716   0.488  9999  999  295.54350  +40.35583
033028  15.248   0.780   0.435   0.924  99.999  99.999  99.999  99.999  15.170   0.791  13.700   0.416  9999  999  295.55879  +40.33736
037028  15.317   0.606   0.318   0.619  15.349   0.573  99.999  99.999  15.287   0.601  14.117   0.289  9999  999  295.55817  +40.33972
039028  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.695   0.722  14.265   0.325  9999  999  295.08875  +40.05392
041028  15.497   0.572   0.326   0.707  99.999  99.999  99.999  99.999  15.496   0.596  14.271   0.323  9999  999  295.49037  +40.00244
045028  15.630   0.795   0.351  99.999  99.999  99.999  99.999  99.999  15.634   0.746  14.179   0.422  9999  999  295.08842  +40.34222
055028  15.804   0.618   0.352   0.730  15.815   0.624  99.999  99.999  15.807   0.628  14.505   0.401  9999  999  295.52187  +40.02306
062028  99.999  99.999  99.999  99.999  15.925   0.730  99.999  99.999  15.933   0.769  14.488   0.309  9999  999  295.10421  +40.03722
067028  16.003   0.695   0.411   0.924  99.999  99.999  99.999  99.999  15.917   0.735  99.999  99.999  9999  999  295.57200  +40.06725
020029  14.445   0.671   0.331   0.776  99.999  99.999  99.999  99.999  14.456   0.658  13.159   0.297  9999  999  295.51412  +40.00539
021029  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.494   0.634  13.254   0.347  9999  999  295.09317  +40.03525
024029  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.496   0.741  13.206   0.404  9999  999  295.11137  +40.37339
028029  14.795   0.563   0.267   0.641  99.999  99.999  99.999  99.999  14.795   0.563  13.728   0.288  9999  999  295.52458  +40.01525
030029  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.899   0.839  13.527   0.406  9999  999  295.08800  +40.35136
068029  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  15.873   0.585  14.616   0.350  9999  999  295.11354  +40.02194
101029  16.439   0.646   0.393   0.853  99.999  99.999  99.999  99.999  16.417   0.678  15.053   0.460  9999  999  295.52712  +40.01422
027030  14.528   0.750   0.355   0.760  99.999  99.999  99.999  99.999  14.522   0.719  13.206   0.422  9999  999  295.54362  +40.01947
030030  14.676   0.642   0.395   0.813  99.999  99.999  99.999  99.999  14.670   0.708  13.311   0.358  9999  999  295.11487  +40.01364
033030  14.769   1.157   0.617   1.194  99.999  99.999  99.999  99.999  14.772   1.172  12.653   0.749  9999  999  295.10712  +40.01314
050030  15.159   0.881   0.534   1.075  99.999  99.999  99.999  99.999  15.086   0.942  13.399   0.543  9999  999  295.54617  +40.01647
056030  15.355   0.679   0.360   0.791  99.999  99.999  99.999  99.999  15.323   0.692  13.995   0.373  9999  999  295.51937  +39.99742
078030  15.925   0.663   0.332   0.815  99.999  99.999  99.999  99.999  15.916   0.658  14.607   0.493  9999  999  295.53646  +40.01247
084030  16.020   0.802   0.436   0.955  99.999  99.999  99.999  99.999  15.995   0.801  14.396   0.536  9999  999  295.55696  +40.02728
115030  16.370   0.712   0.393   0.882  99.999  99.999  99.999  99.999  16.352   0.742  14.935   0.501  9999  999  295.53108  +40.01044
016031  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  14.327   1.511  11.696   0.908  9999  999  295.56646  +40.02578
040031  15.292   0.801   0.434   0.865  99.999  99.999  99.999  99.999  15.232   0.800  13.796   0.438  9999  999  295.57017  +40.02717
105032  16.351   0.685   0.379   0.907  99.999  99.999  99.999  99.999  16.264   0.707  14.831   0.367  9999  999  295.56450  +40.01344
